date,geography,geography code,Economic activity status: Total: All usual residents aged 16 years and over,Economic activity status: Economically active (excluding full-time students),Economic activity status: Economically active (excluding full-time students):In employment,Economic activity status: Economically active (excluding full-time students):In employment:Employee,Economic activity status: Economically active (excluding full-time students): In employment: Employee: Part-time,Economic activity status: Economically active (excluding full-time students): In employment: Employee: Full-time,Economic activity status: Economically active (excluding full-time students):In employment:Self-employed with employees,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,Economic activity status: Economically active (excluding full-time students):In employment:Self-employed without employees,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,Economic activity status: Economically active (excluding full-time students): Unemployed,Economic activity status: Economically active and a full-time student,Economic activity status: Economically active and a full-time student:In employment,Economic activity status: Economically active and a full-time student:In employment:Employee,Economic activity status: Economically active and a full-time student: In employment: Employee: Part-time,Economic activity status: Economically active and a full-time student: In employment: Employee: Full-time,Economic activity status: Economically active and a full-time student:In employment:Self-employed with employees,Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Part-time,Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Full-time,Economic activity status: Economically active and a full-time student:In employment:Self-employed without employees,Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Part-time,Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Full-time,Economic activity status: Economically active and a full-time student: Unemployed,Economic activity status: Economically inactive,Economic activity status: Economically inactive: Retired,Economic activity status: Economically inactive: Student,Economic activity status: Economically inactive: Looking after home or family,Economic activity status: Economically inactive: Long-term sick or disabled,Economic activity status: Economically inactive: Other
2021,Hartlepool,E06000001,74685,39487,36846,32298,9575,22723,872,210,662,3676,1444,2232,2641,1264,903,874,712,162,5,5,0,24,16,8,361,33934,17910,3463,4303,5432,2826
2021,Middlesbrough,E06000002,113939,58233,53849,47228,14198,33030,1245,376,869,5376,2287,3089,4384,4015,2584,2461,2064,397,24,13,11,99,85,14,1431,51691,23267,7974,7527,7879,5044
2021,Redcar and Cleveland,E06000003,112340,57807,54282,47224,14167,33057,1294,313,981,5764,2436,3328,3525,1817,1338,1281,1044,237,1,0,1,56,39,17,479,52716,32033,4444,5597,7268,3374
2021,Stockton-on-Tees,E06000004,158008,89315,84174,73699,19945,53754,1994,462,1532,8481,3448,5033,5141,3027,2268,2188,1773,415,11,5,6,69,51,18,759,65666,37038,6878,7670,8208,5872
2021,Darlington,E06000005,88103,50768,48103,42072,10748,31324,1150,258,892,4881,2028,2853,2665,1561,1193,1150,947,203,11,6,5,32,22,10,368,35774,21930,3229,3899,4179,2537
2021,Halton,E06000006,103948,60121,57286,50827,12125,38702,1031,245,786,5428,2109,3319,2835,1926,1420,1379,1159,220,0,0,0,41,30,11,506,41901,22958,3919,4588,7043,3393
2021,Warrington,E06000007,172722,104700,100663,87137,20500,66637,2216,503,1713,11310,4878,6432,4037,3275,2532,2441,2037,404,7,3,4,84,67,17,743,64747,39954,6261,6215,7098,5219
2021,Blackburn with Darwen,E06000008,119509,65345,61516,52826,15242,37584,1694,537,1157,6996,3182,3814,3829,2766,2042,1932,1525,407,17,10,7,93,79,14,724,51398,21250,7777,9594,7832,4945
2021,Blackpool,E06000009,116338,61973,57545,48004,14349,33655,1303,360,943,8238,3546,4692,4428,2378,1816,1732,1333,399,14,9,5,70,47,23,562,51987,27743,4151,5897,9507,4689
2021,"Kingston upon Hull, City of",E06000010,213875,122835,114053,102111,27351,74760,1968,501,1467,9974,3947,6027,8782,5320,3735,3534,2742,792,32,24,8,169,127,42,1585,85720,38511,12766,12530,13717,8196
2021,East Riding of Yorkshire,E06000011,288142,158311,152548,126999,35445,91554,5212,1138,4074,20337,8600,11737,5763,4487,3572,3421,2837,584,9,4,5,142,103,39,915,125344,89466,9201,9848,9779,7050
2021,North East Lincolnshire,E06000012,127521,70673,67112,58959,17264,41695,1487,335,1152,6666,2835,3831,3561,2368,1738,1671,1345,326,5,0,5,62,42,20,630,54480,31788,4588,6597,7468,4039
2021,North Lincolnshire,E06000013,139465,77987,74356,64702,16945,47757,1873,496,1377,7781,3336,4445,3631,2459,1865,1786,1362,424,12,9,3,67,52,15,594,59019,37661,4697,6365,6541,3755
2021,York,E06000014,172082,93395,90307,76803,21649,55154,2120,477,1643,11384,5256,6128,3088,7837,5890,5451,4894,557,26,17,9,413,378,35,1947,70850,38636,19183,4626,4712,3693
2021,Derby,E06000015,209193,117828,111304,97154,25492,71662,2285,568,1717,11865,5035,6830,6524,6519,4898,4608,3698,910,30,23,7,260,216,44,1621,84846,42246,12921,11841,10617,7221
2021,Leicester,E06000016,291012,156924,146536,128376,38736,89640,3640,1187,2453,14520,6667,7853,10388,12648,8396,7887,6341,1546,75,55,20,434,358,76,4252,121440,39005,31850,22739,14583,13263
2021,Rutland,E06000017,34297,18985,18418,14702,3765,10937,639,139,500,3077,1521,1556,567,440,365,337,283,54,0,0,0,28,17,11,75,14872,9733,1639,1112,718,1670
2021,Nottingham,E06000018,264321,128319,119330,103244,28237,75007,2526,724,1802,13560,5901,7659,8989,14616,9536,8700,7333,1367,71,45,26,765,667,98,5080,121386,35362,47342,14182,14440,10060
2021,"Herefordshire, County of",E06000019,157132,89974,86773,67495,19669,47826,3057,630,2427,16221,6963,9258,3201,2189,1737,1606,1268,338,15,5,10,116,87,29,452,64969,44635,5017,5836,5614,3867
2021,Telford and Wrekin,E06000020,148670,87567,83442,72723,17201,55522,1692,327,1365,9027,3560,5467,4125,2813,2053,1941,1484,457,17,11,6,95,46,49,760,58290,31490,7137,7460,7886,4317
2021,Stoke-on-Trent,E06000021,205899,114783,108821,94864,23906,70958,2364,664,1700,11593,4556,7037,5962,5189,3759,3527,2911,616,35,24,11,197,148,49,1430,85927,42209,11268,11930,13167,7353
2021,Bath and North East Somerset,E06000022,161616,88709,85581,69044,19971,49073,2442,521,1921,14095,6728,7367,3128,5743,4229,3834,3295,539,22,17,5,373,350,23,1514,67164,35641,18304,5248,4583,3388
2021,"Bristol, City of",E06000023,389708,237400,227604,191546,46923,144623,4666,1130,3536,31392,13878,17514,9796,15252,10906,9726,8044,1682,83,58,25,1097,973,124,4346,137056,56502,38164,15014,16350,11026
2021,North Somerset,E06000024,178567,103411,100107,83047,23804,59243,2733,610,2123,14327,6379,7948,3304,3228,2595,2468,2078,390,13,8,5,114,86,28,633,71928,49984,6164,5779,6461,3540
2021,South Gloucestershire,E06000025,237366,147707,143392,122906,32432,90474,3085,709,2376,17401,7069,10332,4315,5759,4220,4029,3430,599,20,12,8,171,132,39,1539,83900,53153,11240,7439,6581,5487
2021,Plymouth,E06000026,218624,121278,115976,100575,27935,72640,2259,506,1753,13142,5386,7756,5302,6866,5042,4700,4007,693,26,19,7,316,273,43,1824,90480,47650,15627,9228,11973,6002
2021,Torbay,E06000027,117030,60685,57665,46248,15403,30845,1624,440,1184,9793,4278,5515,3020,1694,1270,1211,1009,202,11,4,7,48,30,18,424,54651,35505,3848,5037,6901,3360
2021,Swindon,E06000030,187151,120635,115523,100493,23046,77447,2194,440,1754,12836,4930,7906,5112,3267,2343,2238,1760,478,20,6,14,85,49,36,924,63249,35844,6664,8678,6792,5271
2021,Peterborough,E06000031,167574,103980,98644,84909,21000,63909,2439,641,1798,11296,4829,6467,5336,3122,2325,2166,1600,566,35,17,18,124,85,39,797,60472,28974,7401,10040,7453,6604
2021,Luton,E06000032,172695,100863,93542,76783,20943,55840,2771,832,1939,13988,5593,8395,7321,6983,5176,4683,3360,1323,72,40,32,421,249,172,1807,64849,24233,11636,14512,6720,7748
2021,Southend-on-Sea,E06000033,146410,86264,81513,67001,18242,48759,2083,526,1557,12429,5580,6849,4751,2372,1746,1615,1312,303,20,12,8,111,81,30,626,57774,32958,5769,7715,6375,4957
2021,Thurrock,E06000034,136364,87752,83356,69303,16656,52647,2217,447,1770,11836,4095,7741,4396,3361,2592,2276,1601,675,46,26,20,270,156,114,769,45251,22845,6137,7452,4430,4387
2021,Medway,E06000035,222755,136138,129425,107617,26783,80834,3033,684,2349,18775,6907,11868,6713,4433,3179,2909,2313,596,30,17,13,240,166,74,1254,82184,43599,10373,11940,9062,7210
2021,Bracknell Forest,E06000036,99934,67711,65109,55208,11711,43497,1258,291,967,8643,3577,5066,2602,1689,1288,1204,939,265,13,7,6,71,47,24,401,30534,17976,3870,3843,2293,2552
2021,West Berkshire,E06000037,130737,83451,80680,67061,15566,51495,1980,380,1600,11639,5046,6593,2771,2059,1628,1530,1284,246,5,5,0,93,70,23,431,45227,29405,4780,5173,3029,2840
2021,Reading,E06000038,141357,89882,85319,73782,15524,58258,1606,376,1230,9931,4031,5900,4563,4811,3545,3304,2565,739,25,15,10,216,152,64,1266,46664,19262,11606,6925,4249,4622
2021,Slough,E06000039,118933,76660,71482,58785,14384,44401,2149,647,1502,10548,4312,6236,5178,3059,2217,2018,1525,493,27,14,13,172,90,82,842,39214,13515,7337,9436,3586,5340
2021,Windsor and Maidenhead,E06000040,123676,78369,74982,60416,12747,47669,2250,530,1720,12316,5744,6572,3387,1727,1320,1203,966,237,12,5,7,105,80,25,407,43580,25997,5929,5943,2440,3271
2021,Wokingham,E06000041,140821,90628,87529,73249,15711,57538,2080,448,1632,12200,5376,6824,3099,2615,1938,1825,1578,247,14,9,5,99,74,25,677,47578,29831,6752,5844,2437,2714
2021,Milton Keynes,E06000042,224835,145896,138853,119085,25787,93298,2944,702,2242,16824,6900,9924,7043,5788,4526,4219,3008,1211,36,13,23,271,176,95,1262,73151,37649,10317,10845,7558,6782
2021,Brighton and Hove,E06000043,235365,139720,132371,101688,27236,74452,3994,982,3012,26689,12985,13704,7349,10405,6918,6220,5451,769,42,31,11,656,567,89,3487,85240,35982,23218,8464,10400,7176
2021,Portsmouth,E06000044,170818,97606,92586,77947,21047,56900,2035,440,1595,12604,4562,8042,5020,7770,5199,4819,4188,631,42,28,14,338,268,70,2571,65442,29280,15884,7818,7099,5361
2021,Southampton,E06000045,204369,118233,112189,95146,24396,70750,2324,586,1738,14719,5532,9187,6044,8351,6039,5520,4558,962,49,31,18,470,362,108,2312,77785,31732,21690,9563,8567,6233
2021,Isle of Wight,E06000046,119584,59979,56824,44503,15326,29177,1715,433,1282,10606,5187,5419,3155,1420,1085,1031,847,184,3,0,3,51,39,12,335,58185,39723,3704,4789,6113,3856
2021,County Durham,E06000047,433958,227221,216177,187328,47753,139575,5251,1088,4163,23598,9604,13994,11044,8263,6038,5409,4387,1022,57,24,33,572,512,60,2225,198474,111234,28153,18945,26631,13511
2021,Cheshire East,E06000049,329474,195245,188417,156192,39033,117159,6212,1306,4906,26013,11845,14168,6828,5044,4070,3867,3221,646,13,5,8,190,149,41,974,129185,87692,11483,11513,10915,7582
2021,Cheshire West and Chester,E06000050,295358,171131,164459,139671,35969,103702,4292,945,3347,20496,9157,11339,6672,6097,4629,4426,3804,622,20,11,9,183,151,32,1468,118130,74806,13057,11215,11888,7164
2021,Shropshire,E06000051,272245,155011,149268,118558,33894,84664,5286,1055,4231,25424,10437,14987,5743,3899,3154,3003,2402,601,13,5,8,138,97,41,745,113335,77553,9687,9814,9574,6707
2021,Cornwall,E06000052,477425,258345,248064,189408,61604,127804,8879,2065,6814,49777,21864,27913,10281,8277,6183,5704,4892,812,33,19,14,446,368,78,2094,210803,137684,20078,19543,21347,12151
2021,Isles of Scilly,E06000053,1729,1116,1102,740,208,532,85,14,71,277,113,164,14,12,11,11,10,1,0,0,0,0,0,0,1,601,462,20,59,23,37
2021,Wiltshire,E06000054,419114,255780,247436,204823,52660,152163,6268,1336,4932,36345,16828,19517,8344,6295,4909,4686,3805,881,29,19,10,194,156,38,1386,157039,104683,14018,15830,12366,10142
2021,Bedford,E06000055,148118,92580,88412,74069,17331,56738,2254,523,1731,12089,5092,6997,4168,3231,2453,2300,1778,522,17,12,5,136,87,49,778,52307,29260,6327,6928,4999,4793
2021,Central Bedfordshire,E06000056,236760,152985,147841,122809,28314,94495,3566,756,2810,21466,8798,12668,5144,4307,3236,3026,2410,616,21,12,9,189,135,54,1071,79468,50740,8367,9096,6167,5098
2021,Northumberland,E06000057,268850,145197,138170,115138,33183,81955,4607,1002,3605,18425,8103,10322,7027,3405,2610,2498,2044,454,7,4,3,105,78,27,795,120248,81177,8490,10331,12235,8015
2021,"Bournemouth, Christchurch and Poole",E06000058,334908,187945,179439,147502,41378,106124,4729,1151,3578,27208,12395,14813,8506,9270,6591,6121,5165,956,51,36,15,419,350,69,2679,137693,82995,20405,12560,13135,8598
2021,Dorset,E06000059,321900,170185,164286,129504,40305,89199,5269,1236,4033,29513,13962,15551,5899,4496,3491,3345,2750,595,12,8,4,134,114,20,1005,147219,107446,9712,11610,10596,7855
2021,Buckinghamshire,E06000060,443394,278024,267479,213868,50554,163314,8376,1871,6505,45235,21011,24224,10545,7463,5756,5324,4353,971,37,17,20,395,288,107,1707,157907,95934,19441,21233,9709,11590
2021,North Northamptonshire,E06000061,289187,181232,174688,149250,34457,114793,3938,790,3148,21500,8265,13235,6544,5429,4169,3969,3048,921,24,6,18,176,104,72,1260,102526,62160,9894,11782,11119,7571
2021,West Northamptonshire,E06000062,343503,217286,209093,173987,39591,134396,5822,1102,4720,29284,11250,18034,8193,9095,6903,6494,4875,1619,84,39,45,325,197,128,2192,117122,68969,14698,13293,10425,9737
2021,Cambridge,E07000008,124765,67777,65351,56500,10926,45574,1231,287,944,7620,3900,3720,2426,6436,5247,4353,2810,1543,34,25,9,860,776,84,1189,50552,14640,25692,4214,3144,2862
2021,East Cambridgeshire,E07000009,71429,45238,43929,36306,8889,27417,1196,251,945,6427,2806,3621,1309,977,766,721,582,139,3,3,0,42,28,14,211,25214,16756,2373,2783,1857,1445
2021,Fenland,E07000010,84835,48342,46315,39087,9585,29502,1128,239,889,6100,2376,3724,2027,1050,794,750,563,187,4,0,4,40,27,13,256,35443,22325,2455,4110,3932,2621
2021,Huntingdonshire,E07000011,148261,92522,89551,76225,17401,58824,2074,410,1664,11252,4897,6355,2971,2328,1840,1740,1409,331,12,3,9,88,52,36,488,53411,35001,4482,5592,4104,4232
2021,South Cambridgeshire,E07000012,130361,83033,80664,67271,15644,51627,2046,433,1613,11347,5408,5939,2369,2016,1603,1492,1182,310,13,3,10,98,82,16,413,45312,29592,5473,4943,2873,2431
2021,Allerdale,E07000026,80510,45104,43507,36215,10722,25493,1385,300,1085,5907,2468,3439,1597,911,728,689,540,149,5,1,4,34,27,7,183,34495,23271,2311,2917,3837,2159
2021,Barrow-in-Furness,E07000027,55834,31857,30557,27446,7577,19869,530,138,392,2581,1068,1513,1300,835,626,614,468,146,2,2,0,10,6,4,209,23142,14603,1465,2143,3307,1624
2021,Carlisle,E07000028,91343,53544,51658,43907,13038,30869,1499,344,1155,6252,2483,3769,1886,1728,1292,1236,1058,178,10,4,6,46,34,12,436,36071,23277,3156,3041,4202,2395
2021,Copeland,E07000029,56009,31305,30084,26548,6792,19756,675,132,543,2861,1141,1720,1221,641,487,475,328,147,2,1,1,10,10,0,154,24063,15578,1547,2181,3088,1669
2021,Eden,E07000030,46635,27547,26779,19860,6180,13680,1206,239,967,5713,2199,3514,768,636,556,525,442,83,0,0,0,31,24,7,80,18452,13344,1234,1450,1360,1064
2021,South Lakeland,E07000031,89703,50212,48955,37797,11815,25982,1959,464,1495,9199,4157,5042,1257,1424,1182,1135,973,162,5,2,3,42,26,16,242,38067,28738,2725,2296,2246,2062
2021,Amber Valley,E07000032,105066,61153,59008,50208,13248,36960,1367,280,1087,7433,3176,4257,2145,1472,1163,1097,947,150,1,0,1,65,48,17,309,42441,28168,3192,4134,4499,2448
2021,Bolsover,E07000033,66278,38647,37305,32577,8292,24285,745,151,594,3983,1534,2449,1342,1006,795,769,636,133,0,0,0,26,21,5,211,26625,15972,1917,2954,4049,1733
2021,Chesterfield,E07000034,86004,48614,46597,40413,11757,28656,894,223,671,5290,2236,3054,2017,1269,935,901,735,166,6,4,2,28,24,4,334,36121,22116,2706,3670,5262,2367
2021,Derbyshire Dales,E07000035,61061,33639,32612,24888,7826,17062,1316,294,1022,6408,2930,3478,1027,734,617,591,515,76,1,0,1,25,20,5,117,26688,19479,1954,2017,1695,1543
2021,Erewash,E07000036,93526,56072,53857,46719,12164,34555,1093,228,865,6045,2414,3631,2215,1406,1109,1054,888,166,1,0,1,54,38,16,297,36048,23099,2907,3495,4238,2309
2021,High Peak,E07000037,75662,45411,43740,36118,10051,26067,1195,280,915,6427,2906,3521,1671,1070,876,829,710,119,1,1,0,46,33,13,194,29181,19735,2633,2252,2825,1736
2021,North East Derbyshire,E07000038,85275,47285,45662,38454,11199,27255,1237,267,970,5971,2439,3532,1623,1186,902,865,730,135,5,0,5,32,27,5,284,36804,25084,2507,3226,4069,1918
2021,South Derbyshire,E07000039,86956,54429,52745,45344,10615,34729,1249,258,991,6152,2508,3644,1684,1478,1162,1101,892,209,7,6,1,54,39,15,316,31049,19931,2941,3339,2862,1976
2021,East Devon,E07000040,127388,67569,65374,50766,16230,34536,2375,508,1867,12233,5690,6543,2195,1620,1353,1283,1075,208,10,6,4,60,45,15,267,58199,43583,3672,4310,3866,2768
2021,Exeter,E07000041,111331,58300,56171,48024,13363,34661,1163,253,910,6984,3047,3937,2129,4956,3530,3158,2797,361,22,18,4,350,325,25,1426,48075,20560,17633,3185,4077,2620
2021,Mid Devon,E07000042,68203,40656,39471,30444,9098,21346,1393,305,1088,7634,3275,4359,1185,998,808,759,647,112,2,2,0,47,38,9,190,26549,18047,2208,2495,2315,1484
2021,North Devon,E07000043,82194,45993,44292,33747,11371,22376,1753,410,1343,8792,3749,5043,1701,1145,874,821,682,139,1,1,0,52,39,13,271,35056,24057,2516,3150,3309,2024
2021,South Hams,E07000044,74968,40990,39749,28349,9347,19002,1733,438,1295,9667,4845,4822,1241,1023,836,769,649,120,0,0,0,67,49,18,187,32955,23739,2459,2618,2499,1640
2021,Teignbridge,E07000045,113461,62974,60879,47815,14954,32861,1992,490,1502,11072,5067,6005,2095,1562,1258,1195,1006,189,8,4,4,55,47,8,304,48925,34764,3361,3944,4030,2826
2021,Torridge,E07000046,57560,30748,29541,21604,7662,13942,1217,271,946,6720,2805,3915,1207,670,513,482,413,69,0,0,0,31,26,5,157,26142,18399,1563,2236,2566,1378
2021,West Devon,E07000047,48362,25755,24906,18051,5822,12229,1006,257,749,5849,2591,3258,849,562,478,441,381,60,0,0,0,37,31,6,84,22045,15401,1622,1802,1833,1387
2021,Eastbourne,E07000061,84573,45099,42639,34596,10555,24041,1078,249,829,6965,3118,3847,2460,1658,1192,1112,923,189,9,4,5,71,54,17,466,37816,23696,3643,3636,4263,2578
2021,Hastings,E07000062,74702,42628,40074,31074,9693,21381,991,243,748,8009,3629,4380,2554,1144,823,740,588,152,12,6,6,71,50,21,321,30930,17008,2839,3748,4760,2575
2021,Lewes,E07000063,83221,45525,43563,33025,10236,22789,1426,370,1056,9112,4424,4688,1962,1275,943,864,753,111,2,0,2,77,65,12,332,36421,24569,3071,3288,3204,2289
2021,Rother,E07000064,79489,38988,37249,27438,8691,18747,1424,351,1073,8387,4013,4374,1739,926,685,630,520,110,3,3,0,52,47,5,241,39575,28552,2490,3302,3163,2068
2021,Wealden,E07000065,133648,75662,73127,54322,15970,38352,2602,571,2031,16203,7678,8525,2535,1842,1416,1319,1152,167,12,7,5,85,69,16,426,56144,39413,4469,5490,3752,3020
2021,Basildon,E07000066,148662,91388,87012,72392,18286,54106,2115,443,1672,12505,4748,7757,4376,2583,1998,1832,1450,382,23,14,9,143,93,50,585,54691,30890,5341,8233,5872,4355
2021,Braintree,E07000067,126567,77809,74782,61375,16403,44972,1855,431,1424,11552,4856,6696,3027,2025,1500,1435,1230,205,9,9,0,56,36,20,525,46733,29817,3951,5612,4136,3217
2021,Brentwood,E07000068,62866,38687,37266,29820,6885,22935,1321,291,1030,6125,2700,3425,1421,819,634,586,476,110,0,0,0,48,36,12,185,23360,14925,2354,3090,1440,1551
2021,Castle Point,E07000069,74405,41813,40177,32569,9156,23413,1063,240,823,6545,2573,3972,1636,1091,825,782,669,113,5,1,4,38,27,11,266,31501,21679,2188,3405,2455,1774
2021,Chelmsford,E07000070,147737,90993,87670,72810,18105,54705,2338,489,1849,12522,5413,7109,3323,2851,2191,2065,1742,323,10,3,7,116,84,32,660,53893,33929,5868,6336,3682,4078
2021,Colchester,E07000071,156342,92402,88573,73490,19523,53967,2253,531,1722,12830,5553,7277,3829,5093,3442,3180,2663,517,24,14,10,238,179,59,1651,58847,32844,10221,6689,5185,3908
