date,geography,geography code,Economic activity status: Total: All usual residents aged 16 years and over,Economic activity status: Economically active (excluding full-time students),Economic activity status: Economically active (excluding full-time students):In employment,Economic activity status: Economically active (excluding full-time students):In employment:Employee,Economic activity status: Economically active (excluding full-time students): In employment: Employee: Part-time,Economic activity status: Economically active (excluding full-time students): In employment: Employee: Full-time,Economic activity status: Economically active (excluding full-time students):In employment:Self-employed with employees,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,Economic activity status: Economically active (excluding full-time students):In employment:Self-employed without employees,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,Economic activity status: Economically active (excluding full-time students): Unemployed,Economic activity status: Economically active and a full-time student,Economic activity status: Economically active and a full-time student:In employment,Economic activity status: Economically active and a full-time student:In employment:Employee,Economic activity status: Economically active and a full-time student: In employment: Employee: Part-time,Economic activity status: Economically active and a full-time student: In employment: Employee: Full-time,Economic activity status: Economically active and a full-time student:In employment:Self-employed with employees,Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Part-time,Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Full-time,Economic activity status: Economically active and a full-time student:In employment:Self-employed without employees,Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Part-time,Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Full-time,Economic activity status: Economically active and a full-time student: Unemployed,Economic activity status: Economically inactive,Economic activity status: Economically inactive: Retired,Economic activity status: Economically inactive: Student,Economic activity status: Economically inactive: Looking after home or family,Economic activity status: Economically inactive: Long-term sick or disabled,Economic activity status: Economically inactive: Other
2021,Epping Forest,E07000072,109932,67696,64630,49696,12740,36956,2911,665,2246,12023,5341,6682,3066,1534,1166,1041,810,231,15,6,9,110,72,38,368,40702,23997,4809,5543,2956,3397
2021,Harlow,E07000073,73102,47280,44829,37877,9496,28381,906,233,673,6046,2319,3727,2451,1546,1152,1054,770,284,6,6,0,92,59,33,394,24276,12545,2686,3770,2901,2374
2021,Maldon,E07000074,55426,31877,30705,24096,6839,17257,1091,278,813,5518,2490,3028,1172,704,549,515,461,54,3,2,1,31,28,3,155,22845,15751,1696,2571,1593,1234
2021,Rochford,E07000075,70713,41446,39878,32511,8876,23635,1077,213,864,6290,2702,3588,1568,1039,783,755,654,101,2,0,2,26,19,7,256,28228,19641,2259,3065,1671,1592
2021,Tendring,E07000076,124890,60619,57207,46028,14618,31410,1632,378,1254,9547,4253,5294,3412,1513,1073,1022,875,147,1,0,1,50,34,16,440,62758,42714,3627,6140,6725,3552
2021,Uttlesford,E07000077,73519,46479,44968,35243,9338,25905,1558,335,1223,8167,3786,4381,1511,991,772,732,608,124,2,0,2,38,32,6,219,26049,16857,2847,3334,1428,1583
2021,Cheltenham,E07000078,98436,59447,57300,47848,12323,35525,1381,316,1065,8071,3927,4144,2147,2426,1857,1747,1492,255,5,5,0,105,91,14,569,36563,22189,5344,3562,3034,2434
2021,Cotswold,E07000079,76315,44563,43200,32604,8775,23829,1730,368,1362,8866,4295,4571,1363,1089,879,799,685,114,7,0,7,73,66,7,210,30663,21566,2766,3045,1650,1636
2021,Forest of Dean,E07000080,73046,40756,39208,31092,9092,22000,1176,265,911,6940,2936,4004,1548,1021,781,716,611,105,8,3,5,57,39,18,240,31269,20541,3052,2958,2962,1756
2021,Gloucester,E07000081,106939,66315,63688,55813,15066,40747,1025,206,819,6850,2639,4211,2627,2641,1933,1846,1539,307,11,6,5,76,58,18,708,37983,21129,4728,4383,4560,3183
2021,Stroud,E07000082,100197,60507,58712,46559,13378,33181,1758,389,1369,10395,5035,5360,1795,1531,1207,1137,967,170,1,1,0,69,57,12,324,38159,26641,3271,3210,2888,2149
2021,Tewkesbury,E07000083,77353,47119,45648,38113,9995,28118,1167,253,914,6368,2827,3541,1471,1107,876,836,683,153,8,7,1,32,29,3,231,29127,20382,2426,2711,2021,1587
2021,Basingstoke and Deane,E07000084,149807,98627,95072,81443,17224,64219,1783,363,1420,11846,5013,6833,3555,2481,1901,1815,1466,349,8,3,5,78,64,14,580,48699,30550,4464,6085,4000,3600
2021,East Hampshire,E07000085,103829,62511,60497,47690,12408,35282,1719,318,1401,11088,5087,6001,2014,1604,1235,1140,994,146,7,4,3,88,68,20,369,39714,27237,3734,4094,2485,2164
2021,Eastleigh,E07000086,110330,70179,67978,57832,15267,42565,1413,312,1101,8733,3589,5144,2201,2033,1536,1463,1267,196,8,4,4,65,48,17,497,38118,25854,3328,3841,2882,2213
2021,Fareham,E07000087,95636,56075,54388,45869,11797,34072,1196,271,925,7323,3182,4141,1687,1618,1241,1194,1049,145,0,0,0,47,39,8,377,37943,28062,2784,3008,2283,1806
2021,Gosport,E07000088,67213,39443,37664,32560,8594,23966,672,163,509,4432,1776,2656,1779,1125,822,790,657,133,0,0,0,32,29,3,303,26645,17053,2132,2840,2846,1774
2021,Hart,E07000089,80326,51045,49395,40835,9264,31571,1240,260,980,7320,3322,3998,1650,1366,1049,989,837,152,9,3,6,51,47,4,317,27915,18988,2798,3254,1316,1559
2021,Havant,E07000090,102866,57575,55015,45296,13202,32094,1292,269,1023,8427,3292,5135,2560,1775,1354,1286,1106,180,11,2,9,57,38,19,421,43516,29095,2912,4481,4457,2571
2021,New Forest,E07000091,148742,79645,76975,61549,18423,43126,2259,533,1726,13167,6299,6868,2670,2132,1725,1649,1434,215,7,7,0,69,50,19,407,66965,49741,4102,5422,4408,3292
2021,Rushmoor,E07000092,80872,54036,51888,45008,9781,35227,879,189,690,6001,2372,3629,2148,1512,1129,1074,868,206,3,3,0,52,38,14,383,25324,13875,2639,3474,2431,2905
2021,Test Valley,E07000093,106753,66449,64507,53932,12894,41038,1578,365,1213,8997,4150,4847,1942,1722,1355,1289,1117,172,3,3,0,63,47,16,367,38582,26325,3189,3955,2853,2260
2021,Winchester,E07000094,104750,60166,58271,46751,11760,34991,1877,375,1502,9643,4745,4898,1895,3123,2302,2199,1965,234,9,4,5,94,80,14,821,41461,25233,7496,3939,2385,2408
2021,Broxbourne,E07000095,79437,49525,47218,38360,10138,28222,1487,336,1151,7371,2939,4432,2307,1444,1088,987,769,218,15,7,8,86,58,28,356,28468,16170,3223,4032,2530,2513
2021,Dacorum,E07000096,123783,78594,75473,60801,15163,45638,2097,407,1690,12575,5473,7102,3121,2197,1726,1590,1260,330,11,5,6,125,86,39,471,42992,25360,4679,5495,3624,3834
2021,Hertsmere,E07000098,86193,53936,51513,39700,10193,29507,2068,476,1592,9745,4465,5280,2423,1590,1254,1060,803,257,18,10,8,176,114,62,336,30667,16674,4744,4108,2542,2599
2021,North Hertfordshire,E07000099,107743,68232,65772,54564,12890,41674,1599,328,1271,9609,4461,5148,2460,1779,1390,1308,1117,191,5,5,0,77,57,20,389,37732,24393,3715,4201,3083,2340
2021,Three Rivers,E07000102,75002,47863,45974,36246,8710,27536,1716,385,1331,8012,3615,4397,1889,1230,973,866,700,166,11,6,5,96,66,30,257,25909,15494,3498,3395,1738,1784
2021,Watford,E07000103,80963,54034,51350,41942,9575,32367,1325,318,1007,8083,3362,4721,2684,1907,1509,1335,950,385,20,8,12,154,94,60,398,25022,11830,3935,4302,2204,2751
2021,Ashford,E07000105,106770,64829,62236,50662,13031,37631,1678,338,1340,9896,4091,5805,2593,1851,1380,1301,1079,222,11,6,5,68,47,21,471,40090,24070,3927,5433,3636,3024
2021,Canterbury,E07000106,132778,65185,62113,49421,13988,35433,1936,423,1513,10756,5089,5667,3072,6219,4056,3787,3336,451,22,17,5,247,212,35,2163,61374,32948,15126,5233,4923,3144
2021,Dartford,E07000107,90698,60254,57651,48264,10968,37296,1467,326,1141,7920,2969,4951,2603,1573,1172,1044,770,274,23,12,11,105,81,24,401,28871,15469,3796,4468,2582,2556
2021,Dover,E07000108,96135,52668,49987,40692,11526,29166,1497,343,1154,7798,3525,4273,2681,1314,942,886,733,153,4,0,4,52,37,15,372,42153,26880,3474,4378,4627,2794
2021,Gravesham,E07000109,84556,51478,48660,39975,10487,29488,1494,310,1184,7191,2674,4517,2818,1534,1101,983,760,223,15,7,8,103,68,35,433,31544,17407,3565,4674,3103,2795
2021,Maidstone,E07000110,142136,88057,84728,69236,16951,52285,2355,490,1865,13137,5506,7631,3329,2206,1681,1569,1233,336,17,12,5,95,74,21,525,51873,31642,5022,6661,4483,4065
2021,Sevenoaks,E07000111,96603,57527,55457,43386,10868,32518,1898,376,1522,10173,4780,5393,2070,1201,927,847,728,119,8,4,4,72,59,13,274,37875,24163,3815,5153,2431,2313
2021,Folkestone and Hythe,E07000112,91555,49407,46820,37646,10480,27166,1288,321,967,7886,3531,4355,2587,1358,999,940,782,158,5,5,0,54,41,13,359,40790,26200,3005,4259,4545,2781
2021,Swale,E07000113,121998,71392,67922,56088,14144,41944,1840,378,1462,9994,3991,6003,3470,1725,1279,1200,951,249,9,6,3,70,50,20,446,48881,27486,4270,6737,5476,4912
2021,Thanet,E07000114,115413,61572,57900,45538,13956,31582,1771,451,1320,10591,4714,5877,3672,1765,1289,1185,964,221,17,11,6,87,61,26,476,52076,32193,4152,5915,6218,3598
2021,Tonbridge and Malling,E07000115,105526,65439,63241,51688,12795,38893,1660,330,1330,9893,4400,5493,2198,1552,1185,1112,943,169,3,0,3,70,61,9,367,38535,24153,4119,5005,2958,2300
2021,Tunbridge Wells,E07000116,92402,57062,54964,42921,10608,32313,1743,364,1379,10300,4951,5349,2098,1222,934,846,667,179,3,3,0,85,60,25,288,34118,20755,3940,4547,2631,2245
2021,Burnley,E07000117,75200,41349,38967,33916,8887,25029,815,225,590,4236,1906,2330,2382,1386,1068,1011,796,215,11,6,5,46,35,11,318,32465,16302,3525,4662,5046,2930
2021,Chorley,E07000118,96370,57743,55853,47547,11471,36076,1521,319,1202,6785,2781,4004,1890,1767,1391,1346,1139,207,4,1,3,41,33,8,376,36860,23867,2996,3041,3788,3168
2021,Fylde,E07000119,69251,36219,34818,28376,7665,20711,1269,310,959,5173,2368,2805,1401,1120,900,865,710,155,4,4,0,31,20,11,220,31912,23015,2192,2134,2684,1887
2021,Hyndburn,E07000120,65631,36566,34663,29731,7315,22416,759,185,574,4173,1753,2420,1903,1277,964,903,698,205,3,2,1,58,44,14,313,27788,14681,3055,3563,4220,2269
2021,Lancaster,E07000121,119638,61775,59425,50121,14813,35308,1591,357,1234,7713,3556,4157,2350,4005,2974,2725,2387,338,15,10,5,234,213,21,1031,53858,28643,12813,3963,5179,3260
2021,Pendle,E07000122,75224,40626,38544,31930,8876,23054,1197,375,822,5417,2697,2720,2082,1386,1081,1025,811,214,9,6,3,47,39,8,305,33212,16708,3851,5581,3919,3153
2021,Preston,E07000123,118670,65664,62664,54699,14504,40195,1506,420,1086,6459,2863,3596,3000,5527,3970,3758,3226,532,39,32,7,173,148,25,1557,47479,21298,9397,6370,6125,4289
2021,Ribble Valley,E07000124,51465,30416,29685,23814,5954,17860,1293,265,1028,4578,1905,2673,731,835,700,674,541,133,2,0,2,24,15,9,135,20214,14898,1813,1241,1267,995
2021,Rossendale,E07000125,57301,33751,32378,27039,6707,20332,855,199,656,4484,1859,2625,1373,929,740,697,576,121,7,1,6,36,29,7,189,22621,13342,2307,2337,2921,1714
2021,South Ribble,E07000126,91498,55005,53348,46223,10961,35262,1241,253,988,5884,2317,3567,1657,1749,1361,1308,1123,185,4,1,3,49,36,13,388,34744,24146,2887,2567,3294,1850
2021,West Lancashire,E07000127,98334,53081,51052,42801,11035,31766,1717,385,1332,6534,2728,3806,2029,3442,2495,2409,2115,294,8,3,5,78,61,17,947,41811,24720,7360,3376,4036,2319
2021,Wyre,E07000128,94352,48640,46551,38055,10962,27093,1597,359,1238,6899,3024,3875,2089,1667,1284,1223,1022,201,7,7,0,54,30,24,383,44045,30900,3295,3067,4565,2218
2021,Blaby,E07000129,83666,52098,50430,42632,10842,31790,1322,305,1017,6476,2599,3877,1668,1413,1016,971,780,191,4,4,0,41,33,8,397,30155,20668,2866,2722,2165,1734
2021,Charnwood,E07000130,153100,84588,81592,69337,18009,51328,2123,480,1643,10132,4380,5752,2996,4581,3207,2908,2459,449,26,18,8,273,239,34,1374,63931,33837,16694,5212,4709,3479
2021,Harborough,E07000131,80427,49034,47711,38481,9886,28595,1695,326,1369,7535,3201,4334,1323,1281,1059,1001,851,150,1,0,1,57,43,14,222,30112,20669,3124,2561,1809,1949
2021,Hinckley and Bosworth,E07000132,93916,56602,54838,46276,11373,34903,1408,299,1109,7154,3039,4115,1764,1342,1047,997,836,161,8,0,8,42,34,8,295,35972,25021,3036,3022,2907,1986
2021,Melton,E07000133,42948,25734,24947,20462,5548,14914,796,161,635,3689,1585,2104,787,635,521,498,415,83,0,0,0,23,18,5,114,16579,11652,1375,1572,1100,880
2021,North West Leicestershire,E07000134,86165,52662,50940,43589,10259,33330,1253,296,957,6098,2541,3557,1722,1339,1021,967,793,174,10,8,2,44,33,11,318,32164,20824,3521,3174,2838,1807
2021,Oadby and Wigston,E07000135,47210,26511,25369,21501,5965,15536,772,206,566,3096,1351,1745,1142,930,620,578,483,95,4,4,0,38,30,8,310,19769,11743,3313,1978,1505,1230
2021,Boston,E07000136,57584,34354,32943,28635,7304,21331,826,185,641,3482,1404,2078,1411,906,688,658,471,187,5,1,4,25,16,9,218,22324,13670,1942,2401,2533,1778
2021,East Lindsey,E07000137,121420,57820,54579,43408,13875,29533,2115,474,1641,9056,4149,4907,3241,1268,1000,938,779,159,7,4,3,55,34,21,268,62332,42477,3430,5948,7006,3471
2021,Lincoln,E07000138,87064,45851,43552,37986,10106,27880,824,196,628,4742,1889,2853,2299,4739,3163,2976,2653,323,18,14,4,169,147,22,1576,36474,14563,11422,3620,4136,2733
2021,North Kesteven,E07000139,98017,57413,55685,47351,11590,35761,1300,260,1040,7034,3055,3979,1728,1565,1209,1171,952,219,4,3,1,34,23,11,356,39039,27277,3173,3498,3155,1936
2021,South Holland,E07000140,78998,46215,44457,37357,8692,28665,1178,255,923,5922,2199,3723,1758,994,777,739,581,158,9,0,9,29,14,15,217,31789,21609,2085,3442,2866,1787
2021,South Kesteven,E07000141,118011,69507,66909,55752,14284,41468,1743,367,1376,9414,4106,5308,2598,1678,1286,1228,986,242,3,3,0,55,42,13,392,46826,32061,3933,4523,3687,2622
2021,West Lindsey,E07000142,79120,43080,41326,34172,9427,24745,1339,329,1010,5815,2589,3226,1754,1079,812,768,615,153,1,0,1,43,36,7,267,34961,23586,2677,3381,3499,1818
2021,Breckland,E07000143,117855,66847,64384,53414,14401,39013,1611,377,1234,9359,4169,5190,2463,1593,1254,1202,991,211,4,0,4,48,43,5,339,49415,33638,3144,4893,4418,3322
2021,Broadland,E07000144,110505,63209,61329,49934,14947,34987,1703,405,1298,9692,4356,5336,1880,1618,1260,1197,1033,164,3,0,3,60,50,10,358,45678,33068,3198,3776,3481,2155
2021,Great Yarmouth,E07000145,82719,43238,40277,33941,11044,22897,1031,279,752,5305,2256,3049,2961,1237,862,830,687,143,4,3,1,28,19,9,375,38244,22886,2899,4590,5040,2829
2021,King's Lynn and West Norfolk,E07000146,128888,70828,68058,55780,15783,39997,2044,457,1587,10234,4350,5884,2770,1571,1162,1112,902,210,8,4,4,42,29,13,409,56489,38526,3453,5709,5491,3310
2021,North Norfolk,E07000147,89143,42793,41014,30794,10499,20295,1498,375,1123,8722,4290,4432,1779,823,643,610,519,91,1,0,1,32,25,7,180,45527,33241,2316,3731,3708,2531
2021,Norwich,E07000148,120763,65708,62050,52362,14631,37731,1184,326,858,8504,3850,4654,3658,5347,3670,3338,2885,453,19,14,5,313,265,48,1677,49708,20148,14041,5241,6244,4034
2021,South Norfolk,E07000149,117219,68411,66427,53730,15265,38465,1921,435,1486,10776,4902,5874,1984,1679,1322,1238,1046,192,5,4,1,79,65,14,357,47129,33259,3869,4212,3520,2269
2021,Craven,E07000163,48283,27319,26600,20401,5915,14486,1067,213,854,5132,2240,2892,719,624,531,504,429,75,10,4,6,17,10,7,93,20340,15340,1413,1380,1266,941
2021,Hambleton,E07000164,76985,43724,42548,33587,9354,24233,1841,372,1469,7120,3061,4059,1176,1013,857,831,712,119,1,0,1,25,17,8,156,32248,23851,2273,2502,2012,1610
2021,Harrogate,E07000165,135306,80221,77944,62501,16741,45760,2910,554,2356,12533,5637,6896,2277,2065,1742,1661,1378,283,2,1,1,79,59,20,323,53020,36343,5678,4557,3547,2895
2021,Richmondshire,E07000166,41736,24994,24257,19409,5105,14304,991,187,804,3857,1656,2201,737,532,418,401,316,85,0,0,0,17,11,6,114,16210,11311,1159,1423,993,1324
2021,Ryedale,E07000167,46325,26232,25494,19231,5690,13541,1189,277,912,5074,2121,2953,738,540,467,444,376,68,1,0,1,22,22,0,73,19553,14178,1408,1680,1287,1000
2021,Scarborough,E07000168,92109,47620,45447,36320,12195,24125,1738,444,1294,7389,3253,4136,2173,1354,1102,1056,893,163,4,4,0,42,32,10,252,43135,29122,2916,3581,4778,2738
2021,Selby,E07000169,75430,46664,45205,38214,9335,28879,1408,295,1113,5583,2343,3240,1459,1168,916,876,740,136,4,1,3,36,27,9,252,27598,19111,2344,2559,2145,1439
2021,Ashfield,E07000170,102843,60026,57290,50141,12825,37316,1097,229,868,6052,2268,3784,2736,1505,1137,1099,889,210,5,4,1,33,21,12,368,41312,24591,3269,4864,5867,2721
2021,Bassetlaw,E07000171,97370,55821,53777,46066,12670,33396,1406,312,1094,6305,2565,3740,2044,1461,1143,1107,888,219,2,1,1,34,22,12,318,40088,25480,2883,3860,4599,3266
2021,Broxtowe,E07000172,92538,52479,50471,43766,11401,32365,1102,257,845,5603,2450,3153,2008,1936,1444,1351,1117,234,2,2,0,91,75,16,492,38123,24000,5430,3269,3388,2036
2021,Gedling,E07000173,96462,57258,55102,46739,12649,34090,1409,336,1073,6954,2999,3955,2156,1431,1084,1015,810,205,6,6,0,63,45,18,347,37773,24803,3545,3314,3788,2323
2021,Mansfield,E07000174,90170,52442,50240,43736,11627,32109,1025,229,796,5479,2067,3412,2202,1440,1127,1076,822,254,4,0,4,47,28,19,313,36288,21272,2702,4117,5559,2638
2021,Newark and Sherwood,E07000175,101968,58015,55900,47025,12237,34788,1570,323,1247,7305,3073,4232,2115,1547,1214,1160,947,213,5,2,3,49,34,15,333,42406,27164,3785,4150,4305,3002
2021,Rushcliffe,E07000176,97724,57196,55484,46183,11367,34816,1683,352,1331,7618,3557,4061,1712,1920,1494,1419,1190,229,4,4,0,71,56,15,426,38608,25544,5660,2920,2245,2239
2021,Cherwell,E07000177,130586,86083,83246,70552,16178,54374,1850,394,1456,10844,4746,6098,2837,2114,1724,1620,1244,376,17,11,6,87,57,30,390,42389,25933,4338,5099,3448,3571
2021,Oxford,E07000178,136718,70771,67786,58211,12808,45403,1325,333,992,8250,4196,4054,2985,6898,5540,4617,3399,1218,47,37,10,876,801,75,1358,59049,16402,29820,5256,3593,3978
2021,South Oxfordshire,E07000179,121491,77479,75136,60639,14114,46525,2182,422,1760,12315,5893,6422,2343,1657,1340,1254,1024,230,6,0,6,80,62,18,317,42355,28043,4445,4661,2455,2751
2021,Vale of White Horse,E07000180,112425,71537,69442,58367,13100,45267,1670,337,1333,9405,4268,5137,2095,1743,1421,1356,1044,312,1,1,0,64,60,4,322,39145,25671,4440,4199,2429,2406
2021,West Oxfordshire,E07000181,93810,59526,57881,46981,11250,35731,1635,322,1313,9265,4395,4870,1645,1283,1045,1001,834,167,4,1,3,40,33,7,238,33001,22509,2993,3491,2033,1975
2021,Mendip,E07000187,96052,56449,54507,41780,12843,28937,1717,359,1358,11010,5323,5687,1942,1411,1164,1089,926,163,3,2,1,72,55,17,247,38192,25472,3703,3626,3183,2208
2021,Sedgemoor,E07000188,103782,59861,57708,47505,13148,34357,1558,346,1212,8645,3612,5033,2153,1818,1440,1391,1149,242,6,6,0,43,29,14,378,42103,28220,2917,4216,4179,2571
2021,South Somerset,E07000189,143817,81984,79308,64280,17979,46301,2175,460,1715,12853,5726,7127,2676,2088,1627,1549,1251,298,9,6,3,69,50,19,461,59745,42094,4113,5388,4950,3200
2021,Cannock Chase,E07000192,82478,50028,47884,40884,10627,30257,969,189,780,6031,1994,4037,2144,1350,993,951,769,182,3,2,1,39,25,14,357,31100,18874,2465,3600,3952,2209
2021,East Staffordshire,E07000193,100507,60267,57852,49536,12130,37406,1471,351,1120,6845,2836,4009,2415,1906,1464,1399,1089,310,8,2,6,57,34,23,442,38334,22676,3783,4738,3757,3380
2021,Lichfield,E07000194,88597,51284,49433,41041,10541,30500,1599,362,1237,6793,2928,3865,1851,1355,1040,998,817,181,5,1,4,37,29,8,315,35958,24896,2957,3106,2757,2242
2021,Newcastle-under-Lyme,E07000195,103184,56770,54631,46955,11957,34998,1355,276,1079,6321,2484,3837,2139,2873,2052,1965,1699,266,8,7,1,79,65,14,821,43541,26165,6820,3669,4619,2268
2021,South Staffordshire,E07000196,93372,51697,49733,41214,11301,29913,1711,378,1333,6808,2640,4168,1964,1269,966,924,754,170,0,0,0,42,30,12,303,40406,26824,2985,3266,3007,4324
2021,Stafford,E07000197,113614,66303,64069,54446,13232,41214,1702,359,1343,7921,3331,4590,2234,2082,1696,1626,1335,291,8,5,3,62,43,19,386,45229,30951,3652,3849,3848,2929
2021,Staffordshire Moorlands,E07000198,80856,45268,43970,35630,9707,25923,1458,295,1163,6882,2645,4237,1298,1382,1067,1027,879,148,0,0,0,40,31,9,315,34206,24501,2438,2461,3041,1765
2021,Tamworth,E07000199,63793,38911,37209,32813,8033,24780,669,147,522,3727,1446,2281,1702,1318,952,914,661,253,1,1,0,37,19,18,366,23564,14540,2039,2767,2659,1559
2021,Babergh,E07000200,77378,43629,42028,33124,9705,23419,1241,293,948,7663,3522,4141,1601,1195,928,885,774,111,4,4,0,39,32,7,267,32554,23205,2473,3128,2138,1610
2021,Ipswich,E07000202,111832,68620,65187,56538,15942,40596,1307,334,973,7342,3004,4338,3433,2496,1839,1735,1415,320,23,12,11,81,62,19,657,40716,21884,4594,5693,5033,3512
2021,Mid Suffolk,E07000203,86305,50524,49048,39383,10842,28541,1478,340,1138,8187,3707,4480,1476,1235,976,914,772,142,9,7,2,53,41,12,259,34546,24707,2574,3175,2352,1738
2021,Elmbridge,E07000207,108774,68509,65827,51063,11460,39603,2490,507,1983,12274,6078,6196,2682,1491,1153,1005,816,189,24,9,15,124,93,31,338,38774,22798,5179,6187,2125,2485
2021,Epsom and Ewell,E07000208,64607,40544,39051,31731,7473,24258,1104,247,857,6216,2772,3444,1493,1173,859,762,651,111,13,9,4,84,69,15,314,22890,13814,3359,2778,1463,1476
2021,Guildford,E07000209,119356,69090,66635,53922,12113,41809,1985,397,1588,10728,5061,5667,2455,4339,3139,2847,2344,503,22,13,9,270,233,37,1200,45927,23196,12597,4755,2519,2860
2021,Mole Valley,E07000210,72339,43018,41538,32240,8302,23938,1295,256,1039,8003,3891,4112,1480,1010,804,751,640,111,5,5,0,48,36,12,206,28311,19123,2790,2998,1849,1551
2021,Reigate and Banstead,E07000211,120127,76538,73633,59894,14188,45706,2175,479,1696,11564,5194,6370,2905,1933,1491,1405,1134,271,17,13,4,69,50,19,442,41656,24905,4447,5330,3234,3740
2021,Runnymede,E07000212,72719,42374,40532,33042,7610,25432,1096,226,870,6394,2784,3610,1842,2729,1924,1729,1524,205,9,9,0,186,168,18,805,27616,14005,7142,3046,1597,1826
2021,Spelthorne,E07000213,83363,53162,50540,42048,9576,32472,1206,319,887,7286,3048,4238,2622,1393,1000,912,713,199,9,7,2,79,51,28,393,28808,17569,2993,3495,2332,2419
2021,Surrey Heath,E07000214,73785,46191,44407,36646,8342,28304,1134,245,889,6627,2985,3642,1784,1256,957,897,763,134,8,8,0,52,41,11,299,26338,16939,2804,3069,1594,1932
2021,Tandridge,E07000215,70827,43472,41831,32855,8104,24751,1479,320,1159,7497,3437,4060,1641,980,745,690,584,106,0,0,0,55,44,11,235,26375,16905,2903,3095,1816,1656
2021,Waverley,E07000216,103639,61348,59371,45862,11591,34271,2048,427,1621,11461,5708,5753,1977,1773,1354,1250,1076,174,3,3,0,101,87,14,419,40518,25621,5778,4721,2405,1993
2021,Woking,E07000217,82984,53692,51531,42230,9371,32859,1374,318,1056,7927,3669,4258,2161,1546,1213,1137,909,228,5,5,0,71,52,19,333,27746,16089,3259,4227,2011,2160
2021,North Warwickshire,E07000218,53898,32421,31146,26188,6557,19631,847,181,666,4111,1638,2473,1275,789,608,580,428,152,1,1,0,27,21,6,181,20688,13663,1715,1966,2056,1288
